id,qr_code_url,machine_id,is_used,created_at
361,qrcodes/qr_361.png,,f,2025-04-22 09:47:09.999185+03
362,qrcodes/qr_362.png,,f,2025-04-22 09:47:10.008652+03
363,qrcodes/qr_363.png,,f,2025-04-22 09:47:10.01891+03
364,qrcodes/qr_364.png,,f,2025-04-22 09:47:10.029405+03
365,qrcodes/qr_365.png,,f,2025-04-22 09:47:10.039599+03
366,qrcodes/qr_366.png,,f,2025-04-22 09:47:10.050215+03
367,qrcodes/qr_367.png,,f,2025-04-22 09:47:10.060075+03
368,qrcodes/qr_368.png,,f,2025-04-22 09:47:10.07019+03
369,qrcodes/qr_369.png,,f,2025-04-22 09:47:10.078865+03
370,qrcodes/qr_370.png,,f,2025-04-22 09:47:10.08827+03
371,qrcodes/qr_371.png,,f,2025-04-22 09:47:10.098202+03
372,qrcodes/qr_372.png,,f,2025-04-22 09:47:10.107492+03
373,qrcodes/qr_373.png,,f,2025-04-22 09:47:10.118316+03
374,qrcodes/qr_374.png,,f,2025-04-22 09:47:10.127095+03
375,qrcodes/qr_375.png,,f,2025-04-22 09:47:10.138025+03
376,qrcodes/qr_376.png,,f,2025-04-22 09:47:10.147623+03
377,qrcodes/qr_377.png,,f,2025-04-22 09:47:10.156843+03
378,qrcodes/qr_378.png,,f,2025-04-22 09:47:10.165486+03
379,qrcodes/qr_379.png,,f,2025-04-22 09:47:10.174497+03
380,qrcodes/qr_380.png,,f,2025-04-22 09:47:10.183435+03
381,qrcodes/qr_381.png,,f,2025-04-22 09:47:10.192263+03
382,qrcodes/qr_382.png,,f,2025-04-22 09:47:10.201678+03
383,qrcodes/qr_383.png,,f,2025-04-22 09:47:10.211174+03
384,qrcodes/qr_384.png,,f,2025-04-22 09:47:10.219443+03
385,qrcodes/qr_385.png,,f,2025-04-22 09:47:10.228786+03
386,qrcodes/qr_386.png,,f,2025-04-22 09:47:10.237651+03
387,qrcodes/qr_387.png,,f,2025-04-22 09:47:10.24642+03
